customer_id,name,email,phone,company,gst,city,state,country,zip,amount,created
C00468,Robert Bryan,ambersmith@example.org,599-547-1136,Lynch-Mcclain,28ORGAP7841Q1Z4,Ryanfurt,New Hampshire,India,28470,33053.54,2025-01-27
C00162,Caroline Bailey,chanson@example.org,435.621.1039,Cooper Inc,10TCEBV2496N1Z2,East Amy,Wisconsin,Eritrea,72433,83612.27,2025-08-10
C00380,Janet Gibson,qvaldez@example.com,(304)464-1978x57585,Schmidt-Reyes,27RFJAV5582T1ZD,Jamesmouth,Nevada,India,06863,9758.48,2025-07-26
C00050,Tyler Morgan,tylerjimenez@example.net,716-616-9284x511,Griffin-Robbins,11KSCWC9883C1ZB,Christinachester,Louisiana,Northern Mariana Islands,08019,5810.81,2024-09-27
C00007,Zachary Huff,housemelinda@example.org,(977)436-0260x64746,Phillips Inc,27LVIDV3045U1Z7,North Breannahaven,North Dakota,India,21136,29388.51,2024-09-13
C00005,Tracey Hickman,jenniferross@example.net,+1-557-587-1331x5098,Jones Ltd,14DOECV4527E1Z5,West Elizabeth,Indiana,India,71179,38054.74,2024-11-10
BAD0,"",not-an-email,abc,,INVALID,,"",??,xx,-50.0,not-a-date
C00457,Michael Evans,tbrooks@example.com,+1-697-999-0707x550,Mullins-Carrillo,12BSLNW8369R1Z6,Vangfurt,Arizona,India,64391,72486.01,2026-03-12
C00155,Erica Mcdonald,caseymoore@example.com,585-770-8620x959,"Brown, Coffey and Fuentes",11MHRFX4792J1Z4,New Justin,Nebraska,Norway,42709,70328.46,2024-10-24
C00008,Angela Lopez,leonardjoe@example.org,001-739-690-9169,Santiago LLC,30PQZIQ6925P1Z1,Stephenland,Alabama,Kuwait,81917,4677.86,2025-10-11
C00128,Martin Sellers,susanfleming@example.com,(216)648-4085x8877,"Lee, Palmer and Vaughan",36KXIIA8532O1ZE,East Ellenborough,Utah,India,56102,73406.15,2026-05-11
C00158,Stephanie Pierce,megan66@example.net,293-698-3684x57760,"Smith, Taylor and Zamora",14ATONU5352B1ZE,Samanthahaven,Oklahoma,India,75299,16675.69,2026-07-20
C00125,Antonio Mueller,karenjohnson@example.com,298-838-6384,Butler-French,31RUJDA2983V1ZB,Jamesmouth,Iowa,India,83572,42894.96,2026-01-29
C00045,Ronald Wies,jenniferwilliams@example.com,+1-937-994-7383x47359,Strickland-Shaw,36AKMZM1241I1ZC,Brettfort,Mississippi,Micronesia,13947,84884.7,2026-02-03
C00313,Dr. John Ramirez,gardnerstacy@example.org,+1-535-290-9605x6730,"Henderson, King and Thompson",19JERZF2996T1ZB,Savagehaven,Indiana,India,88272,63931.28,2026-06-24
C00458,Karen Stephens,sanchezmaria@example.net,676-953-9705,Austin Inc,16ARILR1844X1Z3,New Seanhaven,Idaho,India,61210,60536.45,2025-03-01
C00387,Danny Lynch,greenejessica@example.org,493-929-7150x96883,Sharp-Allen,31ETMUI2795S1Z8,North Jamiemouth,New Jersey,India,32619,79695.81,2026-01-13
C00238,Darren Pham,dhardin@example.net,+1-250-872-0811x55626,Keller Ltd,14JKDOT2076Z1ZE,Robertside,Maryland,India,95076,63344.36,2026-02-27
C00338,Michael Phelps,courtney07@example.net,001-331-910-2918x133,Wall Group,30ZDHTZ7001E1Z6,Port Jimmy,Ohio,India,34615,56767.74,2026-04-30
C00257,Breanna Pena,morganjason@example.com,455.428.9611,Lee Group,11SXUMB2336O1Z3,North Kathryn,Pennsylvania,India,25286,42459.08,2026-05-25
C00053,Isaac Armstrong MD,cherylmiller@example.com,(778)466-9125x1778,"Bowman, White and Burch",17BGDHH7615J1ZD,Fredmouth,Virginia,Czech Republic,45854,57010.57,2026-07-31
C00204,Samuel Rhodes,daughertypreston@example.com,799-780-5626x56504,Madden-Sawyer,36FNUCV5689A1Z2,Robertschester,Washington,India,54790,35296.86,2024-11-16
C00311,Kenneth Gomez,whitekelsey@example.com,447.921.9705x4669,Hunt-Weber,29UXFRA1086G1ZC,Bakerton,South Carolina,India,84893,21643.91,2024-09-13
C00120,Anna Stanley,timothyalvarado@example.net,(728)590-0287x7217,Cordova-Williams,14OJPYZ4908P1ZE,South Seanshire,New Hampshire,India,12037,11527.51,2026-05-27
C00319,Kelly Kim,mckinneydavid@example.org,+1-496-248-2531x1060,"Zimmerman, Knapp and Miller",30YBVUI7338D1Z6,Jacobbury,Maryland,India,25906,1722.6,2025-09-19
C00323,Brian Reyes,ashleybrooks@example.net,772-808-4964,Wilson LLC,15BYLWP3209E1ZC,Lake Nathan,Georgia,Slovakia (Slovak Republic),41716,94366.15,2024-11-02
C00046,Sarah Mitchell,joshuawhitehead@example.org,(713)575-0606x85361,Flores Inc,15TPVYJ7658I1Z0,West Samanthafort,Vermont,India,18692,86478.57,2026-03-12
C00269,Marcus Williams,robertsaunders@example.com,489-724-1956,Reid Ltd,17UQEEV8138B1Z7,Reyesbury,North Carolina,India,77501,39637.09,2026-01-29
C00454,Juan Thomas,richard96@example.com,454.727.8656x194,Brewer-Hayes,37IRKCV4692G1Z4,New Matthew,South Dakota,Switzerland,98122,14520.74,2024-12-01
C00009,Angel Lewis MD,nicole35@example.com,(378)449-8084,Wilson-Rodriguez,17JJRSM5741N1ZC,Jamesview,North Carolina,Liechtenstein,33415,86661.72,2026-07-04
C00208,Thomas Garcia,wesleydecker@example.net,+1-788-681-6711x207,"Cox, Montoya and Preston",12MHWVL5835T1Z5,Anthonyville,Iowa,Brunei Darussalam,91496,17646.44,2024-11-18
C00470,Stephanie Gray,ryu@example.net,217.906.9556,Ramsey-Blankenship,20FBQWO5216R1Z0,Rhondaview,New Mexico,Cayman Islands,22592,64205.28,2025-01-17
C00418,Taylor Flores,chase25@example.net,389.521.8785,"Bailey, Park and Bray",22ODRKD8007D1Z5,Crawfordchester,California,India,22959,66958.66,2024-08-17
C00123,April Fitzgerald,eroberson@example.net,001-529-622-1699x58669,Stuart-Waller,10CZIIA6111M1Z7,Meganside,Massachusetts,India,93807,71529.97,2026-02-23
C00455,Laura Rowland,makaylasanders@example.com,488-508-1904,"Mckinney, Rogers and Wilson",24UZXJZ1944H1Z8,Robinsonstad,West Virginia,Ireland,90652,55772.95,2026-03-06
C00495,Daniel Rodriguez,gutierrezmatthew@example.com,(921)555-6684,"Thomas, Price and Lopez",24QQPFF9038R1Z2,Williamstown,Nevada,India,61263,94120.17,2024-12-01
C00292,Laura Robinson,sarah80@example.com,+1-770-450-9754x510,Gomez-Garcia,21FMFHG1298J1Z6,Martinezfort,Alabama,India,20899,95121.81,2026-03-20
C00242,Samantha Thomas,toddellis@example.net,381.737.7028x51961,"Roberts, Mills and Wilson",20TXTSF8430B1Z7,East Kristen,Nebraska,India,06877,9599.08,2026-07-28
C00371,  Kevin Murphy  ,ruth80@example.net,904-976-0440x907,Wells Ltd,23WIZGC5067X1ZF,New Patriciaberg ,Virginia,Saint Pierre and Miquelon,23688,93381.78,2026-06-07
C00205,Linda Thomas,thomas85@example.org,001-961-406-4628,Lopez Group,30SJFCT4115L1Z3,Troymouth,Iowa,India,04018,72120.74,2026-04-06
C00114,William Edwards,smithjoshua@example.org,001-827-912-9666,Smith-Ferguson,12UXAUW8022H1ZE,North Erica,South Dakota,Saint Martin,33114,18254.73,2025-01-22
C00129,Joshua Park,elucas@example.net,+1-520-675-0110x24819,Hughes-Mccoy,30BUBYR5425H1Z0,Lake Jenniferland,Wisconsin,India,98274,82590.89,2025-10-28
C00423,Ana Sanchez,johnroth@example.org,(805)507-9181x5899,Flores-West,31MSOBZ9233B1Z4,Millertown,New York,India,14174,63907.26,2025-04-06
BAD7,"",not-an-email,abc,,INVALID,,"",??,xx,-50.0,not-a-date
C00429,Kristin Thomas,brian16@example.net,+1-509-225-5021,Smith-Brown,16YXKHO9792W1ZE,New Amytown,Tennessee,India,62947,85463.15,2026-07-28
C00290,Catherine Andersen,rshaw@example.com,234.314.6511x13129,"Mitchell, Noble and Stokes",12ABRGU6072I1Z7,Jimenezside,Vermont,India,16844,32914.81,2025-06-10
C00130,Ryan Howard,robertsgina@example.net,547-466-0728,"Myers, Salinas and Gardner",28OJTRY5397U1Z5,Susantown,Oklahoma,Tunisia,73255,83090.03,2024-11-17
C00462,Breanna Mccall,msolis@example.net,477.331.2688x1228,Palmer-Archer,13KKPOW8846A1Z2,Sharonview,Nebraska,India,08322,70406.48,2026-03-07
C00244,Jasmine Mccullough,amber74@example.net,520-294-8181,"Boyd, Christensen and Shaw",25BHQIL2099B1ZC,Kristinbury,Virginia,Taiwan,76464,9413.69,2025-07-11
C00006,Sonya Johnston,kristenaguirre@example.org,216-856-6701,"Morgan, Hensley and Wright",21MICIB6635L1Z3,Stevenland,New Hampshire,Sri Lanka,72633,73000.21,2024-10-15
C00475,Rachel Curry,randy20@example.org,547.467.7537x260,"Livingston, Phillips and Brown",17DYPBE2113M1ZE,Michaelhaven,Oklahoma,India,63036,50622.72,2024-08-31
C00139,Matthew King,ncunningham@example.com,+1-763-868-8725x88744,"Taylor, Shields and Wilson",20OCYSK6764G1Z9,New Richard,Michigan,India,72666,25215.23,2025-11-19
C00211,Philip Edwards,irodriguez@example.com,001-954-580-1571x64794,"Russell, Mercer and Patterson",35EZERX5835L1Z5,Lake Travisville,Montana,Kazakhstan,69007,46886.31,2025-12-24
C00441,Thomas Mathis,dford@example.com,(826)760-2562,Hamilton Ltd,17LJLLN1056G1ZA,South Thomasview,Michigan,Congo,03342,46354.09,2025-08-21
C00063,Brian Martin,twong@example.org,7543932966,Caldwell-Lopez,33IEUPA3546Q1Z3,Youngview,Michigan,India,40077,21141.9,2025-10-26
C00146,Adam Fisher,wendyatkinson@example.net,+1-357-444-8906,Lewis LLC,19EOGCV8690V1Z0,Michaelside,Oklahoma,India,34280,18517.93,2025-04-24
C00168,Victoria Williams,oblack@example.org,647.264.4726,"Black, Thomas and Gallegos",36CFUGH1601L1Z9,South Robert,New Hampshire,India,03766,25314.65,2024-12-16
C00391,Steven Compton,brendamason@example.net,(567)628-7276x015,Walker LLC,28MXUYH2800P1Z1,West Victor,Oregon,India,84208,31437.88,2026-07-04
BAD3,"",not-an-email,abc,,INVALID,,"",??,xx,-50.0,not-a-date
C00172,Kelly Dominguez,rodriguezjessica@example.net,917.994.6954x89952,Morton-Stephenson,19OTSMA8178H1Z0,South Colleenville,West Virginia,India,27676,97317.37,2026-04-13
C00229,Rebecca Anderson,solisjustin@example.org,001-518-496-1642x3610,Chan-Mitchell,29WPJHT1046F1Z3,Fitzgeraldport,Utah,Netherlands,17709,14554.33,2025-05-05
C00296,Jordan Schneider,daniel54@example.com,001-963-650-2000x534,"Garcia, Lopez and Vaughan",29XVTHG3147Q1Z7,Lake Andreaberg,Michigan,India,47761,18166.51,2026-02-26
C00235,Dwayne Lee,samuel83@example.net,+1-359-972-4665x72934,Thompson and Sons,29MFGYA1710F1Z4,Jimmyside,Arkansas,India,02877,96406.22,2025-05-05
C00171,Kenneth Morrison,samantha01@example.com,(724)299-9827,Mack LLC,25XYEWB8242J1ZB,West Thomasville,Vermont,India,36469,54967.04,2025-04-12
C00479,Wendy Williams,laurie41@example.org,+1-733-837-2188,"Ross, Knight and Evans",23PKNEQ3937E1ZD,Saraton,Nevada,Iraq,57146,52486.1,2024-11-27
C00184,Nicholas Fisher,keith09@example.net,994-307-9290x4904,Wagner LLC,22QINRR3492Q1Z0,Lake Danielburgh,Pennsylvania,Saint Vincent and the Grenadines,20310,12712.0,2025-12-24
C00304,Robert Bailey,nelsonvictor@example.com,810-622-5267x711,Davis and Sons,13LXYWU9452F1ZD,Olsonchester,Rhode Island,India,83941,76335.37,2025-04-16
C00416,Jonathan May,katherine82@example.com,+1-813-411-9642x585,Garcia-Blanchard,18ZSNKF4050U1ZA,South Margaret,Kansas,Mexico,20818,79097.69,2025-12-31
BAD9,"",not-an-email,abc,,INVALID,,"",??,xx,-50.0,not-a-date
C00472,Rachel Mckay,keithharrison@example.com,(430)339-1114,Tran-Wood,14LJILP9954Y1Z0,West Melissaview,North Carolina,India,03216,88947.52,2025-08-24
C00342,Angel Hines,MCLEANMANUEL@EXAMPLE.NET,562.498.3347x743,Cervantes-Stokes,15MFLBO9176Q1Z7,East Arthurberg,Alabama,Guyana,53981,11864.32,2025-10-15
C00463,Seth Norman,leejessica@example.com,(679)932-7986x2398,Reynolds Inc,22AEJFT4921X1Z5,Port Darlene,Mississippi,Fiji,52047,38128.11,2025-03-06
C00398,Brian Bowman,amanda74@example.org,921.556.2294x9381,Armstrong-Farmer,34QJHSS5735B1Z1,Port Kayla,Vermont,India,93745,48951.41,2026-02-25
C00182,Brianna Dyer,iproctor@example.org,(867)996-9278,Kelly-Lopez,16MAKFU4912P1Z7,Robertside,Oregon,India,48600,77576.89,2024-08-25
C00245,Joseph Flores,henrysarah@example.com,(426)408-5641x11824,Tate-Moore,13ARKDN7105U1ZE,North Jennifer,Maryland,India,51611,58687.86,2024-10-15
C00135,Matthew Diaz,blacknicholas@example.org,665.557.7908x27231,Lopez LLC,17MTHQO7658A1Z0,Jenniferfort,Utah,India,63260,24108.36,2025-08-07
